id,surname,forename,initials,age_text,honours,date_of_death,date_of_death2,rank,regiment,secondary_regiment,unitshipsquadron,country,servicenumberexport,cemeterymemorial,gravereference,additionalinformation,
1082798,ANDERSON,ROBERT WILLIAM,R W,20,,20/04/1945,,Flying Officer,Royal Canadian Air Force,,401 Sqdn.,United Kingdom,'J/28754',RUNNYMEDE MEMORIAL,Panel 278.,"Son of William Lloyd Anderson and Lilian Grace Anderson, of Vancouver, British Columbia. Canada."
1082799,ANDERSON,SYDNEY ROSS,S R,22,D F M,12/01/1945,,Warrant Officer,Royal Air Force Volunteer Reserve,,617 Sqdn.,United Kingdom,'1098277',RUNNYMEDE MEMORIAL,Panel 269.,"Son of Robert and Norah Anderson; husband of F. Joan Anderson, of Dollis Hill, Middlesex."
1082800,ANDERSON,TERENCE LLOYD,T L,24,,21/11/1943,,Flight Sergeant,Royal Air Force Volunteer Reserve,,53 Sqdn.,United Kingdom,'916166',RUNNYMEDE MEMORIAL,Panel 134.,"Son of Arthur and Ada Anderson, of Southend-on-Sea, Essex."
1082801,ANDERSON,WILLIAM,W,22,,27/12/1939,,Sergeant,Royal Air Force,,107 Sqdn.,United Kingdom,'580390',RUNNYMEDE MEMORIAL,Panel 1.,"Son of William and Annie Anderson, of Brechin, Angus."
1082802,ANDERSON,WILLIAM,W,28,,19/08/1941,,Aircraftman 2nd Class,Royal Air Force Volunteer Reserve,,,United Kingdom,'1345323',RUNNYMEDE MEMORIAL,Panel 58.,"Son of John and Mary Russell Anderson, of Edinburgh. M.A., Hons. (Edin.)."
1082803,ANDERSON,WILLIAM,W,,,22/06/1943,,Sergeant,Royal Air Force Volunteer Reserve,,83 Sqdn.,United Kingdom,'966497',RUNNYMEDE MEMORIAL,Panel 140.,"Son of William and Jessie Anderson; husband of Ruth Anderson, of Aberdeen."
1082804,ANDERSON,WILLIAM,W,,D F C,23/11/1943,,Pilot Officer,Royal Air Force Volunteer Reserve,,156 Sqdn.,United Kingdom,'156592',RUNNYMEDE MEMORIAL,Panel 130.,
1082805,ANDERSON,WILLIAM ANDREW,W A,24,D F C,12/02/1942,,Squadron Leader,Royal Canadian Air Force,,407 Sqdn.,United Kingdom,'C/1099',RUNNYMEDE MEMORIAL,Panel 99.,"Son of David Watson Anderson and Anne Walker Anderson, of Calgary, Alberta, Canada; husband of Joyce Harriet Anderson."
1082806,ANDERSON,WILLIAM ANDREW MELROSE,W A M,30,,31/01/1944,,Sergeant,Royal Air Force Volunteer Reserve,,626 Sqdn.,United Kingdom,'1821629',RUNNYMEDE MEMORIAL,Panel 224.,"Son of Samuel S. Anderson, and of Margaret S. Anderson, of Edinburgh."
1082807,ANDERSON,WILLIAM BOYD,W B,22,,20/01/1943,,Flying Officer,Royal Canadian Air Force,,407 Sqdn.,United Kingdom,'J/7755',RUNNYMEDE MEMORIAL,Panel 172.,"Son of William Boyd Anderson and Dagnie Asta Anderson, of Craigmyle, Alberta, Canada."
1082808,ANDERSON,WILLIAM FRANK,W F,21,,01/11/1944,,Flying Officer,Royal Canadian Air Force,,426 Sqdn.,United Kingdom,'J/29202',RUNNYMEDE MEMORIAL,Panel 244.,"Son of John J. and Beatrice G. V. Anderson, of Toronto, Ontario, Canada."
1082809,ANDERSON,WILLIAM GEORGE,W G,22,,08/03/1945,,Sergeant,Royal Canadian Air Force,,36 Sqdn.,United Kingdom,'R/102125',RUNNYMEDE MEMORIAL,Panel 282.,"Son of Mr. and Mrs. W. K. Anderson, of Maryfield, Saskatchewan, Canada."
1082810,ANDERSON,WILLIAM HAMILTON,W H,21,,08/09/1941,,Sergeant,Royal Air Force Volunteer Reserve,,104 Sqdn.,United Kingdom,'997631',RUNNYMEDE MEMORIAL,Panel 38.,"Son of David Vernon Anderson and Mary Ogilvie Anderson, of Glasgow."
1082811,ANDERSON,WILLIAM ROBERT GEORGE,W R G,25,,30/01/1943,,Flight Sergeant,Royal Australian Air Force,,,United Kingdom,'405167',RUNNYMEDE MEMORIAL,Panel 192.,"Son of William Robert and Lilian Maud Anderson; husband of Tasmene Satchwell Anderson, of East Brisbane, Queensland, Australia."
1082812,ANDERSON,WILLIAM WALLACE,W W,27,,18/06/1941,,Flying Officer,Royal Australian Air Force,,,United Kingdom,'402044',RUNNYMEDE MEMORIAL,Panel 62.,"Son of William Aloysius Anderson and Lillie Mascotte Irene Anderson, of Edgecliffe, New South Wales, Australia; husband of Jocelyn Jean Anderson, of Bellevue Hill, New South Wales, Australia. M.A. (Cantab.)."
110843,ANDERSON,HERBERT HADDON,H H,21,,04/02/1917,,Trooper,Australian Light Horse,,6th,Egypt,'1376',ISMAILIA WAR MEMORIAL CEMETERY,A. 29.,"Son of Henry and Clara Anderson. Born at Cobargo, New South Wales."
110844,ANDERSON,WALTER HENRY,W H,,,31/12/1915,,Lance Corporal,"Australian Infantry, A.I.F.",,15th Bn.,Egypt,'254',ISMAILIA WAR MEMORIAL CEMETERY,C. 12.,
111170,ANDERSON,,H B,,,23/07/1916,,Private,British West Indies Regiment,,3rd Bn.,Egypt,'3511',ISMAILIA WAR MEMORIAL CEMETERY,C. 11.,
111207,ANDERSON,,E J,,,13/11/1916,,Captain,Seaforth Highlanders,,6th Bn.,France,,"MAILLY WOOD CEMETERY, MAILLY-MAILLET",I. F. 31.,"Son of Mrs. J. Anderson, of ""Fanallan,"" Duff Avenue, Elgin."
111208,ANDERSON,JAMES,J,23,,13/11/1916,,Private,Gordon Highlanders,,4th Bn.,France,'4826',"MAILLY WOOD CEMETERY, MAILLY-MAILLET",I. D. 4.,"Son of James and Helen Anderson, of Damhead, Feddie, Skene, Aberdeen."
111209,ANDERSON,JOHN,J,22,,13/11/1916,,Private,Argyll and Sutherland Highlanders,,8th Bn.,France,'3571',"MAILLY WOOD CEMETERY, MAILLY-MAILLET",I. D. 9.,"Son of Angus and Catherine Anderson, of Camain, Bridgend, Islay."
111210,ANDERSON,PETER LOW,P L,25,,13/11/1916,,Private,Machine Gun Corps (Infantry),,52nd Coy.,France,'13232',"MAILLY WOOD CEMETERY, MAILLY-MAILLET",I. F. 9.,"Son of Thomas and Margaret Anderson, of ""Lilybank,"" Pittenzie Rd., Crieff, Perthshire."
111211,ANDERSON,,R T,,,27/04/1918,,Private,Royal Fusiliers,,9th Bn.,France,'77256',"MAILLY WOOD CEMETERY, MAILLY-MAILLET",II. H. 8.,
111212,ANDERSON,,W,32,,13/11/1916,,Private,Seaforth Highlanders,,6th Bn.,France,'3961',"MAILLY WOOD CEMETERY, MAILLY-MAILLET",I. H. 2.,"Son of Mrs. Anderson, of Granary Cottage, Rafford, Forres, Morayshire."
111847,ANDERSON,WILLIAM,W,32,,05/04/1918,,Private,"Wellington Regiment, N.Z.E.F.",,2nd Bn.,France,'52552',COURCELLES-AU-BOIS COMMUNAL CEMETERY EXTENSION,F. 7.,"Only son of Robert and Barbara Anderson, of Staveley, Canterbury, New Zealand."
112031,ANDERSON,ANDREW,A,21,,25/04/1917,,Private,Highland Light Infantry,,1st/5th Bn.,Egypt,'200120',CAIRO WAR MEMORIAL CEMETERY,F. 222.,"Son of Margaret Anderson, of 133, Kennedy St., Townhead, Glasgow, and the late William Anderson."
112032,ANDERSON,GEORGE WHITEFIELD,G W,60,Twice Mentioned in Despatches,31/08/1915,,Major,Seaforth Highlanders,Egyptian Army,,Egypt,,CAIRO WAR MEMORIAL CEMETERY,D. 78.,Imperial Ottoman Order of the Medjidieh (Third Class)
112033,ANDERSON,,G E,37,,13/10/1918,,Sapper,Royal Engineers,,13th Pontoon Park Coy.,Egypt,'414743',CAIRO WAR MEMORIAL CEMETERY,O. 295.,"Son of Edward J. and Eilen Anderson; husband of Ellen Louisa Anderson, of 9, Badby Rd., Daventry, Northants. Born at Great Brington, Northants."
112034,ANDERSON,HARRY,H,37,,25/10/1918,,Gunner,Royal Garrison Artillery,,383rd Siege Bty.,Egypt,'285343',CAIRO WAR MEMORIAL CEMETERY,Q. 21.,"Son of William and Eliza Anderson, of 46, Jubilee St. North Ormesby, Middlesbrough."
112035,ANDERSON,ROBERT,R,24,,18/10/1918,,Driver,Royal Field Artillery,Royal Garrison Artillery,,Egypt,'135935',CAIRO WAR MEMORIAL CEMETERY,O. 323.,"Son of Mrs. Eliza Anderson, of Stoneyford, Coull, Tarland, Aberdeenshire. Born at Broombrae, Tarland."
112036,ANDERSON,,S,21,,26/04/1916,,Driver,Royal Field Artillery,,1st/1st Glamorgan Bty.,Egypt,'688',CAIRO WAR MEMORIAL CEMETERY,M. 6. Beni Salama Cem. Mem.,"Son of Ebenezer and Anice Laura Anderson, of 109, Fleet St., Swansea."
113953,ANDERSON,,S A,,,10/06/1918,,Private,British West Indies Regiment,,5th Bn.,Egypt,'5707',CAIRO WAR MEMORIAL CEMETERY,M. 167.,
114822,ANDERSON,FRANK,F,,,11/03/1917,,Private,Royal Army Medical Corps,,30th (Malta Garrison) Coy,Malta,'59208',PIETA MILITARY CEMETERY,D. XVIII. 3.,
114823,ANDERSON,ROBERT CHARLES,R C,32,,16/11/1915,,Private,Manchester Regiment,,1st/6th Bn.,Malta,'2350',PIETA MILITARY CEMETERY,D. V. 3.,"Husband of Mrs. H. E. Anderson, of 272, Stockport Rd., Levenshulme, Manchester."
114824,ANDERSON,,R,,,26/03/1916,,Private,Border Regiment,,1st Bn.,Malta,'22221',PIETA MILITARY CEMETERY,C. VIII. 4.,
114825,ANDERSON,,S J,22,,13/09/1915,,Lance Corporal,Border Regiment,,6th Bn.,Malta,'11767',PIETA MILITARY CEMETERY,B. X. 3.,"Son of John and Jane Anderson, of 10, North St., Annan, Dumfriesshire."
114826,ANDERSON,WILLIAM WATT,W W,20,,30/10/1915,,Private,"Australian Infantry, A.I.F.",,19th Bn.,Malta,'153',PIETA MILITARY CEMETERY,D. I. 6.,"Son of Mr. R. J. and Helen Anderson, of Dundee."
1155313,ANDERSON,GEORGE STANLEY,G S,,,19/07/1942,,Flight Sergeant,Royal Air Force Volunteer Reserve,,159 Sqdn.,Israel and Palestine (including Gaza),'742515',KHAYAT BEACH WAR CEMETERY,A. F. 18.,"Son of William H. Anderson and Lucy Ethel Anderson, of Hucknall, Nottinghamshire."
116112,ANDERSON,,J W,,,24/07/1916,,Private,Army Service Corps,,28th Labour Coy.,Malta,'SS/20218',ADDOLORATA CEMETERY,E. EA. A. 689.,
116391,ANDERSON,,A,,,24/05/1918,,Third Engineer,Mercantile Marine,,S.S.  Elysia,Malta,,MALTA (CAPUCCINI) NAVAL CEMETERY,Prot.  59.,
